%time,field.header.seq,field.header.stamp,field.header.frame_id,field.level,field.name,field.msg,field.file,field.function,field.line,field.topics0
1583762851049642410,21,1583762846751853568,,2,/record_1583762844457081538,Subscribing to /rosout,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851049646892,22,1583762846933784293,,2,/record_1583762844457081538,Subscribing to /robomuse_diff/parameter_updates,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851049765627,23,1583762847120370178,,2,/record_1583762844457081538,Subscribing to /rmotor_current,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583762851049780674,0,1583762818361041729,,4,/robot_state_publisher,The 'state_publisher' executable is deprecated. Please use 'robot_state_publisher' instead,/tmp/binarydeb/ros-kinetic-robot-state-publisher-1.13.7/src/joint_state_listener.cpp,main,171,/rosout
1583762851049797871,0,1583762818585961988,,2,/laser_scan_matcher_node,Starting LaserScanMatcher,/tmp/binarydeb/ros-kinetic-laser-scan-matcher-0.3.2/src/laser_scan_matcher.cpp,LaserScanMatcher::LaserScanMatcher,53,/rosout,/tf
1583762851049807547,13,1583762817740522536,,2,/robomuse_hw,Dynamic Reconfigure:
DynamicParams:
	Odometry parameters:
		left wheel radius: 1
		right wheel radius: 1
		wheel separation: 1
	Publication parameters:
		Publish executed velocity command: 0
		Publication rate: 10
		Publish frame odom on tf: 1,/tmp/binarydeb/ros-kinetic-diff-drive-controller-0.13.6/src/diff_drive_controller.cpp,DiffDriveController::reconfCallback,700,/rosout,/lmotor_cmd,/rmotor_cmd,/lwheel_ticks,/rwheel_ticks,/robomuse_diff/odom,/tf,/robomuse_diff/parameter_descriptions,/robomuse_diff/parameter_updates
1583762858886271042,69,1583762858885759170,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227649,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859086401017,70,1583762858885820369,,2,/odometry_calibration_service,No. of Values at point P1= 23,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859086428884,71,1583762859085678925,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859086525760,72,1583762859085789344,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227559,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859286509313,73,1583762859085870070,,2,/odometry_calibration_service,No. of Values at point P1= 24,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859286579353,74,1583762859285673931,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859286596545,75,1583762859285781725,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227487,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859286661776,76,1583762859285858552,,2,/odometry_calibration_service,No. of Values at point P1= 25,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859486685347,77,1583762859485714785,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859487351089,78,1583762859485842314,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227420,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859487375041,79,1583762859485949301,,2,/odometry_calibration_service,No. of Values at point P1= 26,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859686425534,80,1583762859685714019,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859686449991,81,1583762859685801660,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227358,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859686585319,82,1583762859685866774,,2,/odometry_calibration_service,No. of Values at point P1= 27,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859886289329,83,1583762859885667045,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859886309886,84,1583762859885843066,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227297,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762859886379460,85,1583762859885919766,,2,/odometry_calibration_service,No. of Values at point P1= 28,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860086355913,86,1583762860085687056,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860086371734,87,1583762860085784047,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227232,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860086385235,88,1583762860085867127,,2,/odometry_calibration_service,No. of Values at point P1= 29,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860286114743,89,1583762860285698930,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860286297416,90,1583762860285773565,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227165,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860286318551,91,1583762860285830125,,2,/odometry_calibration_service,No. of Values at point P1= 30,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860486232998,92,1583762860485694269,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860486425220,93,1583762860485823607,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227095,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860486445002,94,1583762860485920763,,2,/odometry_calibration_service,No. of Values at point P1= 31,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860686319085,95,1583762860685725917,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860686333531,96,1583762860685809843,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.227015,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860686407346,97,1583762860685897668,,2,/odometry_calibration_service,No. of Values at point P1= 32,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860886282869,98,1583762860885702978,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860886299390,99,1583762860885800369,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.226942,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762860886345763,100,1583762860885865808,,2,/odometry_calibration_service,No. of Values at point P1= 33,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861086381443,101,1583762861085732267,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861086398574,102,1583762861085863921,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.226862,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861086897746,103,1583762861085950541,,2,/odometry_calibration_service,No. of Values at point P1= 34,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861286386963,104,1583762861285659287,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861286408939,105,1583762861285784270,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.226823,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861286423050,106,1583762861285962066,,2,/odometry_calibration_service,No. of Values at point P1= 35,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861486219717,107,1583762861485714200,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861486310832,108,1583762861485802810,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.226782,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861486326668,109,1583762861485909547,,2,/odometry_calibration_service,No. of Values at point P1= 36,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861686206545,110,1583762861685689567,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.273693,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861686418498,111,1583762861685780823,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.226721,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762861686442705,112,1583762861685854283,,2,/odometry_calibration_service,No. of Values at point P1= 37,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762864525308227,42,1583762864525099169,,4,/record_1583762844457081538,Less than 5 x 1G of space free on disk with Iteration_1.bag.active.,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,Recorder::checkDisk,683,/rosout
1583762864886393683,113,1583762864885653376,,2,/odometry_calibration_service,40 percent calibration,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,calibration_protocol,179,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762866286351884,114,1583762866285754546,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762866286936081,115,1583762866285880454,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238805,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762866486268077,116,1583762866285976485,,2,/odometry_calibration_service,No. of Values at point P2= 1,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762866486281388,117,1583762866485690680,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762866486312995,118,1583762866485821274,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238897,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762866486357908,119,1583762866485911834,,2,/odometry_calibration_service,No. of Values at point P2= 2,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762866886239688,120,1583762866885713809,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762866886377532,121,1583762866886047211,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238929,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762866886655084,122,1583762866886284726,,2,/odometry_calibration_service,No. of Values at point P2= 3,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867086912490,123,1583762867085740451,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867086941717,124,1583762867085834427,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238878,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867087034678,125,1583762867085900806,,2,/odometry_calibration_service,No. of Values at point P2= 4,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867286390614,126,1583762867285729897,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867286411185,127,1583762867285831874,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238736,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867286660746,128,1583762867285894283,,2,/odometry_calibration_service,No. of Values at point P2= 5,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867486823978,129,1583762867485761011,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867486856250,130,1583762867485855642,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238678,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867487371888,131,1583762867486850200,,2,/odometry_calibration_service,No. of Values at point P2= 6,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867686168268,132,1583762867685692708,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867686470687,133,1583762867685852138,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238707,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867686492093,134,1583762867685969285,,2,/odometry_calibration_service,No. of Values at point P2= 7,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762867886842127,135,1583762867885712246,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868086332547,136,1583762867885807787,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238762,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868086364199,137,1583762867885885237,,2,/odometry_calibration_service,No. of Values at point P2= 8,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868086380570,138,1583762868085703227,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868086394293,139,1583762868085783868,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238819,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868086405383,140,1583762868085839028,,2,/odometry_calibration_service,No. of Values at point P2= 9,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868286463330,141,1583762868285687561,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868286492042,142,1583762868285775357,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238746,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868286530635,143,1583762868285864367,,2,/odometry_calibration_service,No. of Values at point P2= 10,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868486331561,144,1583762868485714972,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868486348847,145,1583762868485892644,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238753,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868486363963,146,1583762868485969408,,2,/odometry_calibration_service,No. of Values at point P2= 11,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868686475315,147,1583762868685726703,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868686495096,148,1583762868685817703,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238718,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868686525613,149,1583762868685881037,,2,/odometry_calibration_service,No. of Values at point P2= 12,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868886422021,150,1583762868885655783,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868886444843,151,1583762868885738378,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238728,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762868886457748,152,1583762868885803067,,2,/odometry_calibration_service,No. of Values at point P2= 13,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869086322266,153,1583762869085686725,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869086338922,154,1583762869085771771,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238775,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869086502547,155,1583762869085848010,,2,/odometry_calibration_service,No. of Values at point P2= 14,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869286500614,156,1583762869285681132,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869286529426,157,1583762869285763677,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238756,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869286554652,158,1583762869285845637,,2,/odometry_calibration_service,No. of Values at point P2= 15,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869486257741,159,1583762869485651570,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869486280122,160,1583762869485755959,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238750,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869486699139,161,1583762869485962777,,2,/odometry_calibration_service,No. of Values at point P2= 16,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869686489023,162,1583762869685680852,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869687252201,163,1583762869685764672,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238725,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869687301925,164,1583762869685836207,,2,/odometry_calibration_service,No. of Values at point P2= 17,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869886334775,165,1583762869885701750,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869886352591,166,1583762869885809627,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.238696,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762869886364097,167,1583762869885881552,,2,/odometry_calibration_service,No. of Values at point P2= 18,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583762870086169294,168,1583762870085688748,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.273708,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
