%time,field.header.seq,field.header.stamp,field.header.frame_id,field.level,field.name,field.msg,field.file,field.function,field.line,field.topics0
1583763060239249689,21,1583763053922547123,,2,/record_1583763049030277011,Subscribing to /rosout,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583763060239735341,22,1583763054296142951,,2,/record_1583763049030277011,Subscribing to /odometry_calibrated/parameter_descriptions,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,212,/rosout
1583763060239849255,8,1583763027097459077,,2,/controller_spawner,Started controllers: robomuse_diff, robomuse,spawner,main,201,/rosout
1583763060240118356,0,1583763024637940509,,4,/robot_state_publisher,The 'state_publisher' executable is deprecated. Please use 'robot_state_publisher' instead,/tmp/binarydeb/ros-kinetic-robot-state-publisher-1.13.7/src/joint_state_listener.cpp,main,171,/rosout
1583763060240349471,13,1583763026498925139,,2,/robomuse_hw,Dynamic Reconfigure:
DynamicParams:
	Odometry parameters:
		left wheel radius: 1
		right wheel radius: 1
		wheel separation: 1
	Publication parameters:
		Publish executed velocity command: 0
		Publication rate: 10
		Publish frame odom on tf: 1,/tmp/binarydeb/ros-kinetic-diff-drive-controller-0.13.6/src/diff_drive_controller.cpp,DiffDriveController::reconfCallback,700,/rosout,/lmotor_cmd,/rmotor_cmd,/lwheel_ticks,/rwheel_ticks,/robomuse_diff/odom,/tf,/robomuse_diff/parameter_descriptions,/robomuse_diff/parameter_updates
1583763067758457174,72,1583763067758099185,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212456,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067758465174,73,1583763067758124286,,2,/odometry_calibration_service,No. of Values at point P1= 24,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067958638923,74,1583763067958162109,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067958648329,75,1583763067958223496,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212316,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763067958654147,76,1583763067958263327,,2,/odometry_calibration_service,No. of Values at point P1= 25,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068158527418,77,1583763068158087544,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068158547290,78,1583763068158137953,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212199,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068158557988,79,1583763068158171253,,2,/odometry_calibration_service,No. of Values at point P1= 26,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068358642292,80,1583763068358125008,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068358652352,81,1583763068358180014,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.212099,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068358663562,82,1583763068358215688,,2,/odometry_calibration_service,No. of Values at point P1= 27,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068558407516,83,1583763068558115147,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068558605659,84,1583763068558211019,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211974,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068558616450,85,1583763068558274227,,2,/odometry_calibration_service,No. of Values at point P1= 28,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068758639361,86,1583763068758113639,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068758656797,87,1583763068758158285,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211876,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068759472713,88,1583763068758204925,,2,/odometry_calibration_service,No. of Values at point P1= 29,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068958686265,89,1583763068958120214,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068958694877,90,1583763068958171636,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211773,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763068958703251,91,1583763068958205018,,2,/odometry_calibration_service,No. of Values at point P1= 30,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069158559087,92,1583763069158094295,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069158567579,93,1583763069158136280,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211669,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069158573864,94,1583763069158179785,,2,/odometry_calibration_service,No. of Values at point P1= 31,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069293577689,42,1583763069293430431,,4,/record_1583763049030277011,Less than 5 x 1G of space free on disk with Iteration_2.bag.active.,/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp,Recorder::checkDisk,683,/rosout
1583763069358490656,95,1583763069358104450,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069358500483,96,1583763069358166410,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211564,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069358508375,97,1583763069358215615,,2,/odometry_calibration_service,No. of Values at point P1= 32,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069558459280,98,1583763069558103070,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069558480370,99,1583763069558144028,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211453,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069558493211,100,1583763069558174886,,2,/odometry_calibration_service,No. of Values at point P1= 33,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069758637058,101,1583763069758136936,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069758658750,102,1583763069758192157,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211349,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069758668926,103,1583763069758238132,,2,/odometry_calibration_service,No. of Values at point P1= 34,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069958686798,104,1583763069958123334,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069958699156,105,1583763069958197079,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211264,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763069958717131,106,1583763069958244294,,2,/odometry_calibration_service,No. of Values at point P1= 35,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763070158462197,107,1583763070158103073,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763070158474687,108,1583763070158146496,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211154,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763070158482130,109,1583763070158176983,,2,/odometry_calibration_service,No. of Values at point P1= 36,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763070358448831,110,1583763070358084758,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763070358456756,111,1583763070358123790,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.211052,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763070358463907,112,1583763070358154703,,2,/odometry_calibration_service,No. of Values at point P1= 37,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763070558487328,113,1583763070558117621,,2,/odometry_calibration_service,Enc_x avg at P1 = 1.272937,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,332,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763070558499137,114,1583763070558187094,,2,/odometry_calibration_service,Hok_x avg at P1 = 1.210958,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,333,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763070558507803,115,1583763070558240163,,2,/odometry_calibration_service,No. of Values at point P1= 38,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,334,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763073758452419,116,1583763073758098145,,2,/odometry_calibration_service,40 percent calibration,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,calibration_protocol,179,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075058946165,117,1583763075058221642,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272919,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075058962601,118,1583763075058347281,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216767,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075059080764,119,1583763075058505136,,2,/odometry_calibration_service,No. of Values at point P2= 1,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075458742112,120,1583763075458173955,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272919,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075458756863,121,1583763075458271871,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216467,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075458794966,122,1583763075458343591,,2,/odometry_calibration_service,No. of Values at point P2= 2,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075658953351,123,1583763075658195176,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272919,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075658969397,124,1583763075658426982,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216292,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075858962527,125,1583763075658497346,,2,/odometry_calibration_service,No. of Values at point P2= 3,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075858991824,126,1583763075858214553,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272919,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075859087460,127,1583763075858339216,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216253,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763075859104191,128,1583763075858440788,,2,/odometry_calibration_service,No. of Values at point P2= 4,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076059078135,129,1583763076058167865,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272919,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076059124533,130,1583763076058289443,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216057,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076059297984,131,1583763076058472140,,2,/odometry_calibration_service,No. of Values at point P2= 5,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076258868933,132,1583763076258200324,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076258936043,133,1583763076258312557,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216098,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076258954414,134,1583763076258378566,,2,/odometry_calibration_service,No. of Values at point P2= 6,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076458840324,135,1583763076458215132,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076458932935,136,1583763076458391124,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216166,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076458952061,137,1583763076458514157,,2,/odometry_calibration_service,No. of Values at point P2= 7,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076658695492,138,1583763076658142910,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076658714902,139,1583763076658218111,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216158,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076658727546,140,1583763076658275507,,2,/odometry_calibration_service,No. of Values at point P2= 8,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076858797160,141,1583763076858230677,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076858939139,142,1583763076858345660,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216132,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763076858956930,143,1583763076858562809,,2,/odometry_calibration_service,No. of Values at point P2= 9,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077063385949,144,1583763077058221609,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077063438663,145,1583763077058322786,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216208,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077063459024,146,1583763077058475141,,2,/odometry_calibration_service,No. of Values at point P2= 10,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077258852195,147,1583763077258136193,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077258884757,148,1583763077258467075,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216198,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077258900708,149,1583763077258580912,,2,/odometry_calibration_service,No. of Values at point P2= 11,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077458837020,150,1583763077458158829,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077458971585,151,1583763077458232567,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216162,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077458995933,152,1583763077458285180,,2,/odometry_calibration_service,No. of Values at point P2= 12,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077663634432,153,1583763077658120625,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077663653019,154,1583763077658207401,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216169,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077663865103,155,1583763077658269170,,2,/odometry_calibration_service,No. of Values at point P2= 13,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077858640910,156,1583763077858136760,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077858663841,157,1583763077858207401,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216211,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763077858675615,158,1583763077858249337,,2,/odometry_calibration_service,No. of Values at point P2= 14,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078058862552,159,1583763078058184192,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272919,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078058880033,160,1583763078058279674,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216216,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078058896034,161,1583763078058376050,,2,/odometry_calibration_service,No. of Values at point P2= 15,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078258893360,162,1583763078258171238,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078258922177,163,1583763078258271149,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216218,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078258961810,164,1583763078258350069,,2,/odometry_calibration_service,No. of Values at point P2= 16,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078458539546,165,1583763078458136259,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078458666378,166,1583763078458320758,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216217,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078458692306,167,1583763078458457491,,2,/odometry_calibration_service,No. of Values at point P2= 17,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078658777719,168,1583763078658163214,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078659128782,169,1583763078658247074,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216260,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078659159924,170,1583763078658314099,,2,/odometry_calibration_service,No. of Values at point P2= 18,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,392,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078859247336,171,1583763078858237715,,2,/odometry_calibration_service,Enc_x avg at P2 = 1.272920,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,390,/rosout,/robomuse_diff/cmd_vel,/point_vals
1583763078859281443,172,1583763078858333786,,2,/odometry_calibration_service,Hok_x avg at P2 = 1.216267,/home/shashwat/rm100/robomuse_v/src/robomuse_calibration/src/odometry_calibration_service.cpp,get_factors,391,/rosout,/robomuse_diff/cmd_vel,/point_vals
